"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"280670","SÃO CRISTÓVÃO","SE","03/2025","23204"
"280670","SÃO CRISTÓVÃO","SE","02/2025","23039"
"280670","SÃO CRISTÓVÃO","SE","07/2025","23583"
"280670","SÃO CRISTÓVÃO","SE","06/2025","23812"
"280670","SÃO CRISTÓVÃO","SE","11/2025","24131"
"280670","SÃO CRISTÓVÃO","SE","05/2025","23736"
"280670","SÃO CRISTÓVÃO","SE","12/2025","24349"
"280680","SÃO DOMINGOS","SE","01/2025","3315"
"280680","SÃO DOMINGOS","SE","12/2025","3554"
"280680","SÃO DOMINGOS","SE","03/2025","3353"
"280680","SÃO DOMINGOS","SE","05/2025","3455"
"280680","SÃO DOMINGOS","SE","10/2025","3534"
"280680","SÃO DOMINGOS","SE","02/2025","3328"
"280680","SÃO DOMINGOS","SE","07/2025","3512"
"280680","SÃO DOMINGOS","SE","06/2025","3485"
"280680","SÃO DOMINGOS","SE","08/2025","3500"
"280680","SÃO DOMINGOS","SE","11/2025","3559"
"280680","SÃO DOMINGOS","SE","09/2025","3525"
"280690","SÃO FRANCISCO","SE","09/2025","1256"
"280690","SÃO FRANCISCO","SE","11/2025","1278"
"280690","SÃO FRANCISCO","SE","05/2025","1242"
"280690","SÃO FRANCISCO","SE","12/2025","1281"
"280690","SÃO FRANCISCO","SE","08/2025","1252"
"280690","SÃO FRANCISCO","SE","02/2025","1242"
"280690","SÃO FRANCISCO","SE","01/2025","1249"
"280690","SÃO FRANCISCO","SE","03/2025","1239"
"280690","SÃO FRANCISCO","SE","06/2025","1251"
"280690","SÃO FRANCISCO","SE","07/2025","1253"
"280690","SÃO FRANCISCO","SE","10/2025","1276"
"280700","SÃO MIGUEL DO ALEIXO","SE","03/2025","1443"
"280700","SÃO MIGUEL DO ALEIXO","SE","05/2025","1451"
"280700","SÃO MIGUEL DO ALEIXO","SE","11/2025","1476"
"280700","SÃO MIGUEL DO ALEIXO","SE","12/2025","1482"
"280700","SÃO MIGUEL DO ALEIXO","SE","09/2025","1449"
"280700","SÃO MIGUEL DO ALEIXO","SE","06/2025","1451"
"280700","SÃO MIGUEL DO ALEIXO","SE","01/2025","1425"
"280700","SÃO MIGUEL DO ALEIXO","SE","02/2025","1433"
"280700","SÃO MIGUEL DO ALEIXO","SE","08/2025","1438"
"280700","SÃO MIGUEL DO ALEIXO","SE","10/2025","1464"
"280700","SÃO MIGUEL DO ALEIXO","SE","07/2025","1449"
"280710","SIMÃO DIAS","SE","09/2025","15788"
"280710","SIMÃO DIAS","SE","10/2025","15839"
"280710","SIMÃO DIAS","SE","03/2025","15905"
"280710","SIMÃO DIAS","SE","02/2025","15879"
"280710","SIMÃO DIAS","SE","07/2025","15945"
"280710","SIMÃO DIAS","SE","05/2025","15926"
"280710","SIMÃO DIAS","SE","06/2025","15986"
"280710","SIMÃO DIAS","SE","12/2025","16042"
"280710","SIMÃO DIAS","SE","01/2025","15877"
"280710","SIMÃO DIAS","SE","08/2025","15741"
"280710","SIMÃO DIAS","SE","11/2025","15927"
"280720","SIRIRI","SE","02/2025","2651"
"280720","SIRIRI","SE","03/2025","2656"
"280720","SIRIRI","SE","01/2025","2653"
"280720","SIRIRI","SE","11/2025","2673"
"280720","SIRIRI","SE","05/2025","2696"
"280720","SIRIRI","SE","07/2025","2694"
"280720","SIRIRI","SE","10/2025","2667"
"280720","SIRIRI","SE","09/2025","2661"
"280720","SIRIRI","SE","08/2025","2648"
"280720","SIRIRI","SE","06/2025","2709"
"280720","SIRIRI","SE","12/2025","2670"
"280730","TELHA","SE","05/2025","1260"
"280730","TELHA","SE","09/2025","1241"
"280730","TELHA","SE","11/2025","1243"
"280730","TELHA","SE","10/2025","1239"
"280730","TELHA","SE","08/2025","1238"
"280730","TELHA","SE","02/2025","1252"
"280730","TELHA","SE","12/2025","1238"
"280730","TELHA","SE","06/2025","1259"
"280730","TELHA","SE","07/2025","1260"
"280730","TELHA","SE","01/2025","1240"
"280730","TELHA","SE","03/2025","1256"
"280740","TOBIAS BARRETO","SE","02/2025","19516"
"280740","TOBIAS BARRETO","SE","12/2025","19947"
"280740","TOBIAS BARRETO","SE","08/2025","19821"
"280740","TOBIAS BARRETO","SE","01/2025","19447"
"280740","TOBIAS BARRETO","SE","06/2025","20004"
"280740","TOBIAS BARRETO","SE","03/2025","19621"
"280740","TOBIAS BARRETO","SE","05/2025","19893"
"280740","TOBIAS BARRETO","SE","11/2025","19961"
"280740","TOBIAS BARRETO","SE","07/2025","19935"
"280740","TOBIAS BARRETO","SE","09/2025","19872"
"280740","TOBIAS BARRETO","SE","10/2025","19908"
"280750","TOMAR DO GERU","SE","12/2025","4118"
"280750","TOMAR DO GERU","SE","09/2025","4074"
"280750","TOMAR DO GERU","SE","06/2025","4082"
"280750","TOMAR DO GERU","SE","08/2025","4047"
"280750","TOMAR DO GERU","SE","03/2025","4025"
"280750","TOMAR DO GERU","SE","01/2025","4006"
"280750","TOMAR DO GERU","SE","02/2025","4015"
"280750","TOMAR DO GERU","SE","10/2025","4084"
"280750","TOMAR DO GERU","SE","07/2025","4068"
"280750","TOMAR DO GERU","SE","05/2025","4065"
"280750","TOMAR DO GERU","SE","11/2025","4094"
"280760","UMBAÚBA","SE","12/2025","9456"
"280760","UMBAÚBA","SE","09/2025","9425"
"280760","UMBAÚBA","SE","11/2025","9472"
"280760","UMBAÚBA","SE","03/2025","9305"
"280760","UMBAÚBA","SE","02/2025","9289"
"280760","UMBAÚBA","SE","07/2025","9402"
"280760","UMBAÚBA","SE","06/2025","9467"
"280760","UMBAÚBA","SE","01/2025","9270"
"280760","UMBAÚBA","SE","08/2025","9330"
"280760","UMBAÚBA","SE","05/2025","9434"
"280760","UMBAÚBA","SE","10/2025","9453"
