"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"280580","RIACHÃO DO DANTAS","SE","09/2025","","4681","","3109995","","664,53"
"280590","RIACHUELO","SE","11/2025","","1531","","1050913,0","","686,42"
"280590","RIACHUELO","SE","05/2025","","1655","","1116166,0","","674,42"
"280590","RIACHUELO","SE","12/2025","","1537","","1052010","","691,20"
"280590","RIACHUELO","SE","07/2025","","1585","","1082985,0","","683,27"
"280590","RIACHUELO","SE","08/2025","","1580","","1078823","","682,80"
"280590","RIACHUELO","SE","02/2025","","1664","","1122344,0","","674,49"
"280590","RIACHUELO","SE","03/2025","","1661","","1118060","","673,53"
"280590","RIACHUELO","SE","04/2025","","1655","","1116756,0","","675,19"
"280590","RIACHUELO","SE","09/2025","","1563","","1064177","","680,86"
"280590","RIACHUELO","SE","10/2025","","1558","","1069103","","686,20"
"280590","RIACHUELO","SE","01/2025","","1661","","1120199","","674,41"
"280590","RIACHUELO","SE","06/2025","","1653","","1113991","","673,92"
"280600","RIBEIRÓPOLIS","SE","06/2025","","3323","","2132153","","641,63"
"280600","RIBEIRÓPOLIS","SE","12/2025","","3013","","1970088","","654,51"
"280600","RIBEIRÓPOLIS","SE","07/2025","","3191","","2068596,0","","648,46"
"280600","RIBEIRÓPOLIS","SE","05/2025","","3331","","2143413,0","","643,47"
"280600","RIBEIRÓPOLIS","SE","03/2025","","3330","","2150834","","645,90"
"280600","RIBEIRÓPOLIS","SE","09/2025","","3115","","2031063","","652,45"
"280600","RIBEIRÓPOLIS","SE","04/2025","","3333","","2143063,0","","642,98"
"280600","RIBEIRÓPOLIS","SE","01/2025","","3322","","2134843","","642,64"
"280600","RIBEIRÓPOLIS","SE","08/2025","","3153","","2037530","","646,42"
"280600","RIBEIRÓPOLIS","SE","11/2025","","3058","","1996991,0","","653,04"
"280600","RIBEIRÓPOLIS","SE","10/2025","","3098","","2020825","","652,51"
"280600","RIBEIRÓPOLIS","SE","02/2025","","3326","","2136748,0","","642,44"
"280610","ROSÁRIO DO CATETE","SE","01/2025","","2122","","1412306","","665,55"
"280610","ROSÁRIO DO CATETE","SE","06/2025","","2166","","1436212","","663,07"
"280610","ROSÁRIO DO CATETE","SE","07/2025","","2071","","1388029,0","","670,22"
"280610","ROSÁRIO DO CATETE","SE","04/2025","","2164","","1439246,0","","665,09"
"280610","ROSÁRIO DO CATETE","SE","09/2025","","2016","","1365086","","677,13"
"280610","ROSÁRIO DO CATETE","SE","12/2025","","2011","","1365230","","679,22"
"280610","ROSÁRIO DO CATETE","SE","11/2025","","1990","","1341324,0","","674,03"
"280610","ROSÁRIO DO CATETE","SE","05/2025","","2162","","1437096,0","","664,71"
"280610","ROSÁRIO DO CATETE","SE","10/2025","","2014","","1358625","","674,59"
"280610","ROSÁRIO DO CATETE","SE","03/2025","","2165","","1438649","","664,50"
"280610","ROSÁRIO DO CATETE","SE","02/2025","","2136","","1423678,0","","666,52"
"280610","ROSÁRIO DO CATETE","SE","08/2025","","2031","","1364125","","671,65"
"280620","SALGADO","SE","07/2025","","4375","","2888065,0","","661,04"
"280620","SALGADO","SE","09/2025","","4255","","2817574","","663,43"
"280620","SALGADO","SE","06/2025","","4562","","3000506","","658,15"
"280620","SALGADO","SE","11/2025","","4212","","2815635,0","","670,07"
"280620","SALGADO","SE","02/2025","","4570","","3041496,0","","665,54"
"280620","SALGADO","SE","01/2025","","4546","","3018716","","664,04"
"280620","SALGADO","SE","10/2025","","4261","","2850825","","670,15"
"280620","SALGADO","SE","03/2025","","4562","","3017126","","662,23"
"280620","SALGADO","SE","08/2025","","4294","","2829301","","659,82"
"280620","SALGADO","SE","04/2025","","4561","","3010300,0","","660,59"
"280620","SALGADO","SE","12/2025","","4231","","2824232","","672,28"
"280620","SALGADO","SE","05/2025","","4563","","3004203,0","","658,96"
"280630","SANTA LUZIA DO ITANHY","SE","08/2025","","2962","","1978424","","667,94"
"280630","SANTA LUZIA DO ITANHY","SE","07/2025","","2973","","1992603,0","","670,68"
"280630","SANTA LUZIA DO ITANHY","SE","03/2025","","3172","","2094896","","661,48"
"280630","SANTA LUZIA DO ITANHY","SE","10/2025","","2924","","1973038","","674,77"
"280630","SANTA LUZIA DO ITANHY","SE","09/2025","","2948","","1982699","","673,24"
"280630","SANTA LUZIA DO ITANHY","SE","06/2025","","3177","","2093052","","658,81"
"280630","SANTA LUZIA DO ITANHY","SE","05/2025","","3177","","2099399,0","","660,81"
"280630","SANTA LUZIA DO ITANHY","SE","01/2025","","3163","","2095957","","662,65"
"280630","SANTA LUZIA DO ITANHY","SE","04/2025","","3175","","2095109,0","","660,71"
"280630","SANTA LUZIA DO ITANHY","SE","11/2025","","2884","","1972480,0","","684,18"
"280630","SANTA LUZIA DO ITANHY","SE","02/2025","","3178","","2109005,0","","663,63"
"280630","SANTA LUZIA DO ITANHY","SE","12/2025","","2841","","1919418","","678,48"
"280640","SANTANA DO SÃO FRANCISCO","SE","10/2025","","1918","","1314804","","686,22"
"280640","SANTANA DO SÃO FRANCISCO","SE","11/2025","","1888","","1294478,0","","687,46"
"280640","SANTANA DO SÃO FRANCISCO","SE","04/2025","","2048","","1387543,0","","678,51"
"280640","SANTANA DO SÃO FRANCISCO","SE","07/2025","","1963","","1339213,0","","682,58"
"280640","SANTANA DO SÃO FRANCISCO","SE","01/2025","","2003","","1360981","","679,47"
"280640","SANTANA DO SÃO FRANCISCO","SE","09/2025","","1927","","1315845","","683,91"
"280640","SANTANA DO SÃO FRANCISCO","SE","12/2025","","1911","","1318569","","695,81"
"280640","SANTANA DO SÃO FRANCISCO","SE","08/2025","","1940","","1318603","","680,04"
"280640","SANTANA DO SÃO FRANCISCO","SE","05/2025","","2048","","1387606,0","","677,87"
"280640","SANTANA DO SÃO FRANCISCO","SE","06/2025","","2053","","1387136","","675,99"
"280640","SANTANA DO SÃO FRANCISCO","SE","02/2025","","2048","","1389746,0","","678,59"
"280640","SANTANA DO SÃO FRANCISCO","SE","03/2025","","2049","","1390470","","679,27"
"280650","SANTA ROSA DE LIMA","SE","02/2025","","673","","447864,0","","665,47"
"280650","SANTA ROSA DE LIMA","SE","01/2025","","667","","436194","","653,96"
"280650","SANTA ROSA DE LIMA","SE","05/2025","","670","","443760,0","","662,33"
"280650","SANTA ROSA DE LIMA","SE","07/2025","","631","","429857,0","","681,23"
"280650","SANTA ROSA DE LIMA","SE","12/2025","","586","","401446","","693,34"
"280650","SANTA ROSA DE LIMA","SE","04/2025","","671","","444635,0","","662,65"
"280650","SANTA ROSA DE LIMA","SE","09/2025","","613","","418316","","682,41"
"280650","SANTA ROSA DE LIMA","SE","03/2025","","673","","444329","","660,22"
"280650","SANTA ROSA DE LIMA","SE","06/2025","","669","","442464","","661,38"
"280650","SANTA ROSA DE LIMA","SE","10/2025","","604","","412813","","683,47"
"280650","SANTA ROSA DE LIMA","SE","11/2025","","594","","406555,0","","684,44"
"280650","SANTA ROSA DE LIMA","SE","08/2025","","616","","417280","","677,40"
"280660","SANTO AMARO DAS BROTAS","SE","09/2025","","2313","","1564348","","676,33"
"280660","SANTO AMARO DAS BROTAS","SE","05/2025","","2487","","1660491,0","","667,67"
"280660","SANTO AMARO DAS BROTAS","SE","11/2025","","2246","","1506826,0","","670,89"
"280660","SANTO AMARO DAS BROTAS","SE","03/2025","","2499","","1670837","","668,60"
"280660","SANTO AMARO DAS BROTAS","SE","07/2025","","2367","","1587581,0","","670,71"
"280660","SANTO AMARO DAS BROTAS","SE","01/2025","","2507","","1685417","","672,28"
"280660","SANTO AMARO DAS BROTAS","SE","12/2025","","2161","","1461814","","692,15"
"280660","SANTO AMARO DAS BROTAS","SE","06/2025","","2491","","1664901","","668,37"
"280660","SANTO AMARO DAS BROTAS","SE","10/2025","","2279","","1524937","","669,13"
"280660","SANTO AMARO DAS BROTAS","SE","02/2025","","2518","","1692094,0","","672,00"
"280660","SANTO AMARO DAS BROTAS","SE","08/2025","","2327","","1562471","","671,45"
"280660","SANTO AMARO DAS BROTAS","SE","04/2025","","2488","","1663016,0","","668,41"
"280670","SÃO CRISTÓVÃO","SE","07/2025","","12094","","7958115,0","","659,60"
"280670","SÃO CRISTÓVÃO","SE","05/2025","","12678","","8353592,0","","659,53"
"280670","SÃO CRISTÓVÃO","SE","11/2025","","11571","","7733382,0","","670,20"
"280670","SÃO CRISTÓVÃO","SE","06/2025","","12689","","8359261","","659,25"
"280670","SÃO CRISTÓVÃO","SE","12/2025","","11258","","7536009","","684,16"
"280670","SÃO CRISTÓVÃO","SE","09/2025","","11846","","7915755","","669,63"
"280670","SÃO CRISTÓVÃO","SE","01/2025","","12657","","8414203","","664,79"
"280670","SÃO CRISTÓVÃO","SE","08/2025","","11898","","7872739","","663,02"
"280670","SÃO CRISTÓVÃO","SE","10/2025","","11775","","7845344","","667,40"
"280670","SÃO CRISTÓVÃO","SE","04/2025","","12691","","8359387,0","","660,14"
"280670","SÃO CRISTÓVÃO","SE","02/2025","","12700","","8423981,0","","663,31"
"280670","SÃO CRISTÓVÃO","SE","03/2025","","12711","","8398131","","662,26"
"280680","SÃO DOMINGOS","SE","12/2025","","1979","","1328549","","674,73"
"280680","SÃO DOMINGOS","SE","04/2025","","2062","","1374201,0","","670,02"
"280680","SÃO DOMINGOS","SE","03/2025","","2060","","1368008","","668,30"
"280680","SÃO DOMINGOS","SE","05/2025","","2059","","1378845,0","","669,99"
"280680","SÃO DOMINGOS","SE","06/2025","","2060","","1374845","","667,72"
"280680","SÃO DOMINGOS","SE","11/2025","","1920","","1293027,0","","675,56"
"280680","SÃO DOMINGOS","SE","02/2025","","2047","","1376224,0","","672,31"
"280680","SÃO DOMINGOS","SE","10/2025","","1936","","1307842","","676,59"
"280680","SÃO DOMINGOS","SE","09/2025","","1946","","1312331","","676,46"
"280680","SÃO DOMINGOS","SE","01/2025","","2033","","1366804","","672,31"
"280680","SÃO DOMINGOS","SE","08/2025","","1972","","1320142","","672,51"
"280680","SÃO DOMINGOS","SE","07/2025","","1988","","1327475,0","","670,78"
"280690","SÃO FRANCISCO","SE","11/2025","","767","","508353,0","","662,78"
"280690","SÃO FRANCISCO","SE","10/2025","","773","","504275","","652,36"
"280690","SÃO FRANCISCO","SE","01/2025","","849","","553342","","651,76"
"280690","SÃO FRANCISCO","SE","08/2025","","795","","516837","","650,11"
"280690","SÃO FRANCISCO","SE","07/2025","","809","","525767,0","","649,90"
"280690","SÃO FRANCISCO","SE","02/2025","","854","","556317,0","","651,43"
"280690","SÃO FRANCISCO","SE","04/2025","","841","","539311,0","","645,88"
"280690","SÃO FRANCISCO","SE","06/2025","","845","","545867","","646,00"
"280690","SÃO FRANCISCO","SE","12/2025","","766","","506103","","661,57"
"280690","SÃO FRANCISCO","SE","09/2025","","787","","513318","","652,25"
"280690","SÃO FRANCISCO","SE","03/2025","","845","","541061","","645,66"
"280690","SÃO FRANCISCO","SE","05/2025","","841","","543567,0","","646,33"
"280700","SÃO MIGUEL DO ALEIXO","SE","11/2025","","860","","571811,0","","665,67"
"280700","SÃO MIGUEL DO ALEIXO","SE","06/2025","","921","","610979","","663,39"
"280700","SÃO MIGUEL DO ALEIXO","SE","05/2025","","919","","611645,0","","665,55"
"280700","SÃO MIGUEL DO ALEIXO","SE","01/2025","","907","","598627","","660,01"
"280700","SÃO MIGUEL DO ALEIXO","SE","12/2025","","882","","587521","","668,40"
"280700","SÃO MIGUEL DO ALEIXO","SE","10/2025","","874","","579239","","663,50"
"280700","SÃO MIGUEL DO ALEIXO","SE","08/2025","","883","","582791","","660,76"
"280700","SÃO MIGUEL DO ALEIXO","SE","04/2025","","918","","611665,0","","667,03"
"280700","SÃO MIGUEL DO ALEIXO","SE","09/2025","","880","","580194","","660,06"
"280700","SÃO MIGUEL DO ALEIXO","SE","07/2025","","890","","586729,0","","659,99"
"280700","SÃO MIGUEL DO ALEIXO","SE","02/2025","","914","","605177,0","","662,12"
"280700","SÃO MIGUEL DO ALEIXO","SE","03/2025","","919","","614563","","670,19"
"280710","SIMÃO DIAS","SE","01/2025","","10188","","6732699","","660,85"
"280710","SIMÃO DIAS","SE","05/2025","","10099","","6599251,0","","653,59"
"280710","SIMÃO DIAS","SE","03/2025","","10145","","6648608","","655,62"
"280710","SIMÃO DIAS","SE","12/2025","","9145","","6057410","","663,46"
"280710","SIMÃO DIAS","SE","11/2025","","9244","","6161088,0","","666,71"
"280710","SIMÃO DIAS","SE","10/2025","","9344","","6157959","","659,10"
"280710","SIMÃO DIAS","SE","02/2025","","10189","","6702364,0","","657,80"
"280710","SIMÃO DIAS","SE","04/2025","","10119","","6623819,0","","654,85"
"280710","SIMÃO DIAS","SE","08/2025","","9510","","6260698","","658,40"
"280710","SIMÃO DIAS","SE","07/2025","","9520","","6264139,0","","658,07"
"280710","SIMÃO DIAS","SE","06/2025","","10108","","6596228","","652,57"
"280710","SIMÃO DIAS","SE","09/2025","","9445","","6229466","","659,69"
"280720","SIRIRI","SE","01/2025","","1560","","1070199","","686,03"
"280720","SIRIRI","SE","02/2025","","1561","","1067902,0","","684,11"
"280720","SIRIRI","SE","06/2025","","1550","","1054627","","680,40"
"280720","SIRIRI","SE","11/2025","","1455","","994031,0","","685,54"
"280720","SIRIRI","SE","08/2025","","1489","","1023456","","687,34"
"280720","SIRIRI","SE","03/2025","","1554","","1055882","","679,90"
"280720","SIRIRI","SE","10/2025","","1482","","1023021","","690,30"
"280720","SIRIRI","SE","07/2025","","1507","","1039569,0","","689,83"
"280720","SIRIRI","SE","09/2025","","1484","","1017297","","685,97"
"280720","SIRIRI","SE","05/2025","","1551","","1058111,0","","682,21"
"280720","SIRIRI","SE","12/2025","","1457","","996949","","688,50"
"280720","SIRIRI","SE","04/2025","","1551","","1056636,0","","681,70"
"280730","TELHA","SE","01/2025","","745","","507207","","680,81"
"280730","TELHA","SE","05/2025","","755","","514142,0","","680,98"
"280730","TELHA","SE","03/2025","","757","","514278","","679,36"
"280730","TELHA","SE","12/2025","","729","","504703","","693,27"
"280730","TELHA","SE","04/2025","","756","","517942,0","","685,11"
"280730","TELHA","SE","09/2025","","725","","496619","","684,99"
"280730","TELHA","SE","06/2025","","756","","512181","","677,49"
"280730","TELHA","SE","10/2025","","724","","501376","","692,51"
"280730","TELHA","SE","02/2025","","751","","513817,0","","684,18"
"280730","TELHA","SE","07/2025","","727","","495345,0","","681,35"
"280730","TELHA","SE","11/2025","","723","","499117,0","","690,34"
"280730","TELHA","SE","08/2025","","726","","495295","","682,22"
"280740","TOBIAS BARRETO","SE","05/2025","","12643","","8152615,0","","645,24"
"280740","TOBIAS BARRETO","SE","08/2025","","12108","","7850787","","649,04"
"280740","TOBIAS BARRETO","SE","10/2025","","11848","","7708242","","651,14"
"280740","TOBIAS BARRETO","SE","12/2025","","11963","","7833642","","732,66"
"280740","TOBIAS BARRETO","SE","04/2025","","12666","","8186606,0","","646,91"
"280740","TOBIAS BARRETO","SE","11/2025","","11712","","7657639,0","","654,67"
"280740","TOBIAS BARRETO","SE","07/2025","","12189","","7905760,0","","649,29"
"280740","TOBIAS BARRETO","SE","03/2025","","12654","","8244221","","652,08"
"280740","TOBIAS BARRETO","SE","02/2025","","12545","","8117983,0","","647,11"
"280740","TOBIAS BARRETO","SE","01/2025","","12680","","8211518","","647,60"
"280740","TOBIAS BARRETO","SE","09/2025","","12009","","7798009","","650,10"
"280740","TOBIAS BARRETO","SE","06/2025","","12663","","8152029","","644,17"
"280750","TOMAR DO GERU","SE","12/2025","","2517","","1705354","","678,61"
"280750","TOMAR DO GERU","SE","02/2025","","2566","","1721117,0","","670,74"
"280750","TOMAR DO GERU","SE","05/2025","","2582","","1739628,0","","673,75"
"280750","TOMAR DO GERU","SE","09/2025","","2547","","1734265","","680,90"
"280750","TOMAR DO GERU","SE","08/2025","","2565","","1724354","","672,26"
"280750","TOMAR DO GERU","SE","07/2025","","2519","","1699887,0","","674,83"
"280750","TOMAR DO GERU","SE","11/2025","","2519","","1704976,0","","677,12"
"280750","TOMAR DO GERU","SE","01/2025","","2551","","1716855","","673,01"
"280750","TOMAR DO GERU","SE","03/2025","","2587","","1730240","","669,34"
"280750","TOMAR DO GERU","SE","10/2025","","2539","","1717571","","676,48"
"280750","TOMAR DO GERU","SE","06/2025","","2578","","1735193","","673,08"
"280750","TOMAR DO GERU","SE","04/2025","","2583","","1740452,0","","674,07"
"280760","UMBAÚBA","SE","01/2025","","5468","","3724096","","681,07"
"280760","UMBAÚBA","SE","09/2025","","5293","","3622838","","685,11"
"280760","UMBAÚBA","SE","08/2025","","5317","","3606274","","678,38"
"280760","UMBAÚBA","SE","04/2025","","5542","","3767382,0","","680,40"
"280760","UMBAÚBA","SE","03/2025","","5543","","3767309","","680,27"
"280760","UMBAÚBA","SE","10/2025","","5271","","3605868","","684,36"
"280760","UMBAÚBA","SE","06/2025","","5538","","3747950","","676,89"
"280760","UMBAÚBA","SE","05/2025","","5540","","3753050,0","","677,57"
"280760","UMBAÚBA","SE","07/2025","","5394","","3670673,0","","680,76"
"280760","UMBAÚBA","SE","11/2025","","5217","","3559864,0","","683,01"
"280760","UMBAÚBA","SE","12/2025","","5376","","3675515","","686,37"
"280760","UMBAÚBA","SE","02/2025","","5512","","3757980,0","","681,78"
